Order_ID,Date,Store_ID,Region,City,Channel,Product_ID,Category,Sub_Category,Customer_ID,Gender,Age,Payment_Method,Quantity,Unit_Price,Discount,Total_Sales,Cost,Profit,Stock_Level,Payment_Mode
5895.0,2023-09-03 14:00:00,59.0,West,Pune,Store,19379.0,Electronics,Mobiles,263710,Male,20,Card,3,14247.34,0.11,38040.4,31499.08,6541.32,154,Wallet
17635.0,2025-01-04 18:00:00,46.0,North,Delhi,Store,55601.0,Clothing,Ethnic,121609,Female,19,Upi,4,1572.05,0.1,5659.38,4493.3,1166.08,157,Cash
12653.0,2024-06-11 04:00:00,95.0,South,Chennai,Store,97572.0,Grocery,Dairy,869571,Male,59,Card,2,51.13,0.12,89.99,87.17,2.82,537,Wallet
14116.0,2024-08-11 03:00:00,63.0,North,Delhi,Store,85095.0,Clothing,Jeans,736531,Female,51,Card,5,2261.35,0.15,9610.74,7709.17,1901.57,200,Wallet
11947.0,2024-05-12 18:00:00,80.0,West,Mumbai,Store,55649.0,Grocery,Snacks,307514,Male,29,Card,2,208.14,0.06,391.3,356.23,35.08,244,Credit Card
13752.0,2024-07-26 23:00:00,31.0,East,Bhubaneswar,Store,29493.0,Grocery,Fruits,244284,Male,33,Card,3,220.41,0.07,614.94,557.15,57.79,252,Upi
4491.0,2023-07-07 02:00:00,64.0,North,Pune,Store,23837.0,Household,Cleaning,657311,Female,18,Card,4,672.12,0.1,2419.63,2082.33,337.3,224,Cash
11348.0,2024-04-17 19:00:00,60.0,North,Chandigarh,Online,37518.0,Clothing,Shirts,578628,Female,29,Card,5,969.66,0.18,3975.61,3059.11,916.5,145,Credit Card
13880.0,2024-08-01 07:00:00,28.0,East,Bhubaneswar,Store,42285.0,Electronics,Laptops,928597,Female,56,Card,2,46474.31,0.12,81794.79,71074.84,10719.95,139,Upi
8816.0,2024-01-03 07:00:00,45.0,East,Patna,Store,44639.0,Electronics,Headphones,983519,Female,51,Upi,2,4676.57,0.04,8979.01,7382.21,1596.81,146,Credit Card
14352.0,2024-08-20 23:00:00,13.0,South,Hyderabad,Store,76059.0,Clothing,Jeans,235850,Female,41,Upi,1,483.73,0.15,411.17,304.71,106.46,175,Debit Card
17545.0,2025-01-01 00:00:00,6.0,South,Chennai,Store,83713.0,Household,Decor,349849,Female,65,Card,1,477.5,0.04,458.4,318.99,139.41,286,Upi
10200.0,2024-02-29 23:00:00,46.0,North,Delhi,Store,81364.0,Grocery,Dairy,171156,Male,20,Card,1,280.03,0.04,268.83,235.18,33.65,161,Upi
1902.0,2023-03-21 05:00:00,63.0,East,Kolkata,Store,29673.0,Electronics,Laptops,278040,Male,49,Card,7,768.27,0.11,4786.32,4043.88,742.44,98,Net Banking
8079.0,2023-12-03 14:00:00,85.0,South,Hyderabad,Online,10632.0,Grocery,Dairy,201961,Male,31,Upi,4,203.47,0.28,585.99,649.73,-63.74,254,Upi
6113.0,2023-09-12 16:00:00,50.0,West,Ahmedabad,Store,19513.0,Electronics,Mobiles,631349,Female,27,Cash,5,38168.18,0.06,179390.45,143747.65,35642.79,145,Upi
13655.0,2024-07-22 22:00:00,89.0,West,Pune,Store,87766.0,Grocery,Fruits,220538,Male,62,Upi,2,128.96,0.02,252.76,207.97,44.8,130,Credit Card
1011.0,2023-02-12 02:00:00,13.0,South,Hyderabad,Store,51534.0,Clothing,Jeans,455836,Male,18,Card,1,947.95,0.09,862.63,647.69,214.95,269,Credit Card
19661.0,2025-03-30 04:00:00,90.0,West,Mumbai,Store,68601.0,Grocery,Dairy,584660,Female,22,Upi,3,66.82,0.03,194.45,160.21,34.23,286,Upi
14419.0,2024-08-23 18:00:00,52.0,East,Bhubaneswar,Store,90372.0,Clothing,Jeans,136436,Female,54,Card,2,562.98,0.17,934.55,785.31,149.24,144,Wallet
117.0,2023-01-05 20:00:00,90.0,South,Bengaluru,Online,75342.0,Household,Decor,668483,Female,20,Upi,1,3648.89,0.13,3174.53,2658.17,516.37,98,Debit Card
5228.0,2023-08-06 19:00:00,90.0,North,Jaipur,Store,51003.0,Electronics,Headphones,425446,Female,53,Upi,1,21179.57,0.06,19908.8,16107.84,3800.95,77,Debit Card
3527.0,2023-05-27 22:00:00,17.0,North,Chandigarh,Online,42803.0,Clothing,Ethnic,572683,Male,57,Upi,1,2425.65,0.21,1916.26,1744.08,172.19,284,Credit Card
6923.0,2023-10-16 10:00:00,37.0,East,Kolkata,Online,60932.0,Grocery,Beverages,370644,Male,29,Cash,3,235.67,0.13,615.1,559.45,55.65,358,Debit Card
7273.0,2023-10-31 00:00:00,39.0,North,Jaipur,Store,88762.0,Household,Decor,694325,Female,26,Upi,3,320.81,0.17,798.82,706.3,92.52,263,Cash
12347.0,2024-05-29 10:00:00,22.0,North,Delhi,Store,47084.0,Grocery,Snacks,614196,Female,51,Card,2,197.82,0.01,391.68,311.69,79.99,392,Credit Card
9999.0,2025-04-08 12:00:00,23.0,West,Ahmedabad,Online,26067.0,Clothing,Ethnic,791241,Male,35,Cash,2,2183.4,0.13,3799.12,2849.41,949.71,211,Cash
18420.0,2025-02-06 11:00:00,50.0,West,Ahmedabad,Online,53168.0,Grocery,Snacks,826683,Female,20,Card,1,309.09,0.1,278.18,255.16,23.02,293,Cash
14056.0,2024-08-08 15:00:00,67.0,North,Jaipur,Online,81295.0,Electronics,Mobiles,855625,Female,34,Upi,1,10039.07,0.2,8031.26,7929.36,101.9,144,Wallet
19134.0,2025-03-08 05:00:00,32.0,North,Bengaluru,Online,18448.0,Grocery,Beverages,867523,Male,46,Card,3,71.27,0.1,192.43,179.38,13.05,112,Wallet
8812.0,2024-01-03 03:00:00,63.0,West,Pune,Store,74565.0,Clothing,Jeans,322989,Female,38,Upi,1,1728.71,0.17,1434.83,1135.38,299.45,165,Wallet
2669.0,2023-04-22 04:00:00,11.0,North,Chandigarh,Store,61005.0,Clothing,Shirts,470579,Male,38,Upi,2,1802.66,0.19,2920.31,2179.24,741.07,235,Wallet
10259.0,2024-03-03 10:00:00,3.0,South,Chennai,Store,27717.0,Household,Utensils,701480,Male,33,Card,1,2257.32,0.05,2144.45,1546.38,598.07,88,Credit Card
18990.0,2025-03-02 05:00:00,81.0,South,Hyderabad,Store,93796.0,Grocery,Beverages,784098,Female,55,Upi,4,225.8,0.1,812.88,754.6,58.28,304,Credit Card
19819.0,2025-04-05 18:00:00,63.0,East,Bhubaneswar,Online,55587.0,Clothing,Ethnic,801496,Female,29,Card,3,2027.38,0.2,4865.71,3873.61,992.1,279,Debit Card
5200.0,2023-08-05 15:00:00,53.0,North,Jaipur,Store,48418.0,Grocery,Dairy,100242,Male,32,Card,2,142.39,0.01,281.93,240.56,41.37,322,Credit Card
18521.0,2025-02-10 16:00:00,57.0,East,Patna,Store,92456.0,Grocery,Fruits,422988,Female,46,Upi,1,185.0,0.03,179.45,146.16,33.29,298,Upi
10158.0,2024-02-28 05:00:00,12.0,South,Hyderabad,Online,58860.0,Grocery,Fruits,605118,Female,61,Cash,2,65.46,0.11,116.52,110.05,6.46,298,Upi
10169.0,2024-02-28 16:00:00,38.0,South,Bengaluru,Store,80426.0,Clothing,Shirts,693339,Male,46,Wallet,2,1698.02,0.05,3226.24,2421.88,804.36,196,Upi
2939.0,2023-05-03 10:00:00,17.0,West,Mumbai,Online,11102.0,Electronics,Appliances,830495,Male,44,Card,1,35787.57,0.24,27198.55,26853.4,345.15,101,Wallet
10392.0,2024-03-08 23:00:00,38.0,West,Pune,Store,65673.0,Household,Bedding,946792,Male,34,Upi,1,1690.53,0.09,1538.38,1167.2,371.18,151,Cash
6835.0,2023-10-12 18:00:00,68.0,West,Pune,Store,77434.0,Grocery,Snacks,887529,Female,63,Cash,2,296.74,0.21,468.85,504.89,-36.04,290,Net Banking
3874.0,2023-06-11 09:00:00,100.0,South,Chennai,Store,44191.0,Household,Utensils,288248,Female,34,Upi,3,1073.59,0.06,3027.52,2253.6,773.92,181,Credit Card
12282.0,2024-05-26 17:00:00,90.0,East,Bhubaneswar,Store,72720.0,Clothing,Shirts,246328,Female,44,Card,1,2084.2,0.12,1834.1,1488.02,346.07,164,Credit Card
9186.0,2024-01-18 17:00:00,78.0,South,Chennai,Store,94275.0,Household,Utensils,459602,Female,64,Card,1,3117.66,0.07,2899.42,2348.81,550.62,149,Credit Card
4153.0,2023-06-23 00:00:00,76.0,North,Hyderabad,Online,11843.0,Electronics,Mobiles,947767,Female,35,Upi,2,10172.41,0.15,17293.1,15215.11,2077.98,149,Cash
5952.0,2023-09-05 23:00:00,82.0,North,Jaipur,Store,55649.0,Grocery,Fruits,453077,Male,63,Cash,1,242.56,0.07,225.58,205.7,19.88,68,Upi
7910.0,2023-11-26 13:00:00,10.0,East,Patna,Store,52274.0,Grocery,Beverages,551614,Female,27,Cash,1,203.73,0.26,150.76,161.99,-11.23,148,Net Banking
3975.0,2023-06-15 14:00:00,7.0,North,Chandigarh,Store,14731.0,Household,Bedding,921250,Male,35,Cash,2,4177.4,0.01,8271.25,6314.23,1957.02,214,Debit Card
5851.0,2023-09-01 18:00:00,35.0,West,Mumbai,Store,78990.0,Clothing,Jeans,733863,Male,30,Card,3,897.01,0.13,2341.2,1809.82,531.38,260,Cash
16997.0,2024-12-09 04:00:00,77.0,East,Bhubaneswar,Store,33305.0,Electronics,Appliances,406308,Male,25,Card,2,40525.36,0.26,59977.53,60704.67,-727.14,74,Cash
9842.0,2024-02-15 01:00:00,75.0,South,Hyderabad,Store,79735.0,Electronics,Appliances,870350,Female,18,Card,2,20766.58,0.15,35303.19,32483.85,2819.33,119,Debit Card
14899.0,2024-09-12 18:00:00,1.0,East,Kolkata,Store,40213.0,Grocery,Dairy,213764,Female,61,Cash,4,107.03,0.12,376.75,364.1,12.64,313,Debit Card
13863.0,2024-07-31 14:00:00,32.0,South,Chennai,Store,24475.0,Grocery,Fruits,334800,Female,39,Card,1,233.23,0.08,214.57,188.07,26.5,243,Net Banking
12528.0,2024-06-05 23:00:00,53.0,East,Bhubaneswar,Store,16791.0,Grocery,Beverages,504897,Male,55,Wallet,1,212.84,0.07,197.94,181.81,16.13,254,Debit Card
16939.0,2024-12-06 18:00:00,13.0,North,Chandigarh,Store,55649.0,Electronics,Headphones,936785,Female,52,Card,5,5942.27,0.35,19312.38,21904.46,-2592.08,122,Debit Card
3206.0,2023-05-14 13:00:00,36.0,North,Chandigarh,Store,27249.0,Household,Cleaning,854420,Male,32,Card,4,4161.48,0.1,14981.33,12796.01,2185.32,224,Wallet
5676.0,2023-08-25 11:00:00,7.0,South,Chennai,Store,37919.0,Household,Utensils,147296,Female,41,Wallet,2,1226.57,0.0,2453.14,1631.9,821.24,169,Net Banking
2267.0,2023-04-05 10:00:00,72.0,North,Chandigarh,Store,92226.0,Grocery,Dairy,553004,Male,50,Cash,2,102.49,0.1,184.48,171.84,12.65,297,Debit Card
4924.0,2023-07-25 03:00:00,12.0,North,Jaipur,Online,94350.0,Grocery,Beverages,560299,Male,36,Card,2,291.83,0.13,507.78,470.78,37.0,165,Wallet
12678.0,2024-06-12 05:00:00,24.0,West,Mumbai,Store,18735.0,Grocery,Beverages,162967,Male,36,Upi,4,273.13,0.03,1059.74,863.19,196.55,258,Net Banking
507.0,2023-01-22 02:00:00,38.0,South,Bengaluru,Store,12352.0,Grocery,Beverages,471125,Female,49,Card,2,157.94,0.01,312.72,262.18,50.54,234,Credit Card
4915.0,2023-07-24 18:00:00,77.0,North,Chandigarh,Store,57401.0,Clothing,Kidswear,401439,Female,46,Upi,3,1446.95,0.12,3819.95,2687.76,1132.19,299,Debit Card
5640.0,2023-08-23 23:00:00,71.0,East,Kolkata,Store,57265.0,Electronics,Mobiles,565786,Female,64,Card,1,1679.08,0.11,1494.38,1341.44,152.94,148,Credit Card
6510.0,2023-09-29 05:00:00,83.0,South,Hyderabad,Store,57077.0,Electronics,Mobiles,926592,Female,55,Card,2,11726.67,0.08,21577.07,18040.58,3536.5,88,Net Banking
8695.0,2023-12-29 06:00:00,21.0,South,Hyderabad,Store,87152.0,Grocery,Fruits,609371,Male,34,Cash,6,262.95,0.24,1199.05,1259.76,-60.71,150,Wallet
9582.0,2024-02-04 05:00:00,76.0,East,Bhubaneswar,Store,25145.0,Grocery,Snacks,622831,Female,63,Cash,3,249.08,0.08,687.46,607.61,79.85,203,Net Banking
15105.0,2024-09-21 08:00:00,43.0,East,Kolkata,Store,79833.0,Grocery,Fruits,478048,Female,51,Upi,2,227.15,0.05,431.58,381.31,50.27,286,Credit Card
6350.0,2023-09-22 13:00:00,27.0,North,Delhi,Store,96700.0,Clothing,Ethnic,499322,Female,40,Upi,2,1106.27,0.15,1880.66,1582.94,297.72,259,Wallet
6803.0,2023-10-11 10:00:00,79.0,South,Chennai,Online,54647.0,Household,Bedding,189934,Male,51,Cash,3,662.77,0.14,1709.95,1415.37,294.58,225,Net Banking
6689.0,2023-10-06 16:00:00,100.0,South,Hyderabad,Store,47433.0,Grocery,Beverages,732756,Male,19,Upi,4,168.97,0.26,500.15,556.08,-55.93,226,Debit Card
18773.0,2025-02-21 04:00:00,9.0,South,Hyderabad,Store,28519.0,Clothing,Jeans,366389,Female,65,Cash,2,914.46,0.06,1719.18,1201.21,517.98,195,Upi
16122.0,2024-11-02 17:00:00,30.0,East,Bhubaneswar,Store,36308.0,Grocery,Beverages,173744,Female,19,Card,4,133.79,0.3,374.61,434.28,-59.66,372,Net Banking
1526.0,2023-03-05 13:00:00,76.0,West,Pune,Store,93793.0,Grocery,Fruits,409275,Female,31,Upi,2,109.21,0.11,194.39,178.91,15.49,250,Credit Card
3973.0,2023-06-15 12:00:00,99.0,South,Chennai,Online,42804.0,Household,Cleaning,337427,Male,22,Cash,1,4186.57,0.06,3935.38,3199.3,736.07,158,Wallet
17660.0,2025-01-05 19:00:00,96.0,North,Delhi,Store,40179.0,Grocery,Fruits,978470,Female,51,Upi,1,198.87,0.04,190.92,164.83,26.09,262,Cash
9133.0,2024-01-16 12:00:00,54.0,South,Chennai,Store,92408.0,Household,Cleaning,650314,Female,34,Cash,3,1717.8,0.01,5101.87,3667.8,1434.07,220,Upi
15553.0,2024-10-10 00:00:00,9.0,North,Delhi,Online,40229.0,Grocery,Fruits,968608,Female,26,Upi,4,152.59,0.21,482.18,514.72,-32.54,377,Wallet
2881.0,2023-05-01 00:00:00,33.0,North,Jaipur,Store,55649.0,Household,Utensils,880913,Male,61,Upi,1,2607.06,0.06,2450.64,1999.87,450.77,198,Debit Card
1366.0,2023-02-26 21:00:00,76.0,South,Chennai,Store,74485.0,Household,Cleaning,720954,Female,45,Upi,4,2644.15,0.08,9730.47,7393.18,2337.29,220,Cash
9572.0,2024-02-03 19:00:00,26.0,South,Bengaluru,Online,28973.0,Grocery,Snacks,504143,Male,63,Card,1,242.07,0.05,229.97,196.44,33.53,156,Upi
9954.0,2024-02-19 17:00:00,99.0,North,Delhi,Store,18848.0,Electronics,Headphones,791985,Female,64,Upi,3,2674.82,0.21,6339.32,6161.14,178.18,117,Credit Card
8433.0,2023-12-18 08:00:00,62.0,North,Chandigarh,Store,43959.0,Electronics,Laptops,504314,Female,58,Card,4,19921.2,0.33,53388.82,60108.74,-6719.92,75,Cash
10174.0,2024-02-28 21:00:00,58.0,West,Mumbai,Store,75411.0,Clothing,Jeans,682225,Female,36,Card,5,800.62,0.18,3282.54,2371.78,910.76,239,Credit Card
11044.0,2024-04-05 03:00:00,34.0,East,Patna,Online,12881.0,Household,Decor,890173,Male,49,Card,1,2558.05,0.08,2353.41,1715.24,638.16,203,Cash
18394.0,2025-02-05 09:00:00,59.0,North,Delhi,Store,82955.0,Household,Decor,411500,Male,39,Upi,1,4425.15,0.03,4292.4,3073.56,1218.83,114,Cash
3752.0,2023-06-06 07:00:00,41.0,West,Mumbai,Store,39864.0,Grocery,Snacks,171613,Male,51,Card,1,220.27,0.07,204.85,181.78,23.07,180,Credit Card
13814.0,2024-07-29 13:00:00,46.0,North,Delhi,Online,51547.0,Grocery,Snacks,215303,Male,28,Card,2,313.68,0.09,570.9,501.39,69.51,367,Cash
16490.0,2024-11-18 01:00:00,59.0,West,Pune,Store,42256.0,Household,Cleaning,734327,Female,27,Card,3,396.11,0.15,1010.08,828.77,181.31,335,Cash
2179.0,2023-04-01 18:00:00,27.0,North,Chandigarh,Store,96919.0,Electronics,Laptops,259001,Male,61,Cash,3,13290.0,0.14,34288.2,30412.4,3875.8,150,Debit Card
1756.0,2023-03-15 03:00:00,64.0,North,Jaipur,Store,95684.0,Clothing,Jeans,927683,Male,31,Upi,3,1404.7,0.19,3413.42,2607.54,805.88,235,Upi
17341.0,2024-12-23 12:00:00,80.0,North,Delhi,Store,75328.0,Household,Bedding,802631,Male,39,Card,4,3372.49,0.29,9577.87,10458.52,-880.64,236,Upi
9835.0,2024-02-14 18:00:00,40.0,North,Delhi,Store,24343.0,Clothing,Ethnic,362748,Female,48,Card,3,720.34,0.07,2009.75,1375.76,633.99,164,Credit Card
7704.0,2023-11-17 23:00:00,93.0,South,Hyderabad,Store,89216.0,Grocery,Dairy,622967,Male,41,Upi,5,141.85,0.18,581.58,569.19,12.39,272,Credit Card
15467.0,2024-10-06 10:00:00,50.0,South,Bengaluru,Store,46090.0,Household,Decor,624558,Female,62,Cash,2,3634.07,0.14,6250.6,4988.98,1261.62,155,Debit Card
1674.0,2023-03-11 17:00:00,38.0,West,Ahmedabad,Online,44397.0,Household,Decor,754592,Female,28,Wallet,4,5405.33,0.13,18810.55,14939.59,3870.96,292,Upi
15906.0,2024-10-24 17:00:00,77.0,West,Pune,Store,47325.0,Grocery,Dairy,803724,Female,36,Upi,3,181.76,0.22,425.32,427.64,-2.32,269,Debit Card
17273.0,2024-12-20 16:00:00,98.0,North,Chandigarh,Store,51743.0,Grocery,Beverages,263682,Male,20,Card,4,256.27,0.18,840.57,828.34,12.22,293,Credit Card
2199.0,2023-04-02 14:00:00,48.0,North,Jaipur,Store,63096.0,Clothing,Kidswear,289131,Female,50,Card,1,1051.09,0.17,872.4,729.57,142.83,240,Cash
8531.0,2023-12-22 10:00:00,56.0,West,Mumbai,Store,62854.0,Grocery,Beverages,763464,Female,56,Upi,1,64.58,0.19,52.31,53.2,-0.89,215,Debit Card
6338.0,2023-09-22 01:00:00,70.0,East,Bhubaneswar,Store,33706.0,Grocery,Snacks,707901,Male,51,Card,4,254.8,0.06,958.05,857.98,100.07,123,Wallet
7825.0,2023-11-23 00:00:00,63.0,South,Bengaluru,Store,61022.0,Clothing,Ethnic,276811,Male,49,Wallet,3,659.5,0.19,1602.58,1316.8,285.78,84,Upi
6302.0,2023-09-20 13:00:00,72.0,North,Jaipur,Store,48902.0,Grocery,Beverages,483578,Female,24,Card,4,137.93,0.07,513.1,464.76,48.34,185,Cash
15112.0,2024-09-21 15:00:00,100.0,West,Mumbai,Store,32726.0,Household,Decor,499137,Male,34,Card,2,2916.2,0.08,5365.81,4294.88,1070.93,203,Credit Card
4552.0,2023-07-09 15:00:00,7.0,East,Bhubaneswar,Store,19965.0,Electronics,Headphones,533016,Female,18,Card,1,23336.83,0.13,20303.04,17187.59,3115.45,170,Wallet
391.0,2023-01-17 06:00:00,100.0,North,Delhi,Online,28517.0,Electronics,Laptops,585840,Female,30,Upi,1,8631.04,0.17,7163.76,6469.06,694.7,213,Upi
11962.0,2024-05-13 09:00:00,50.0,North,Chandigarh,Store,61546.0,Electronics,Appliances,474987,Female,51,Card,1,38010.58,0.15,32308.99,30703.34,1605.65,146,Upi
12562.0,2024-06-07 09:00:00,4.0,South,Bengaluru,Online,65326.0,Clothing,Ethnic,824363,Male,22,Card,1,706.5,0.16,593.46,417.01,176.45,105,Cash
1653.0,2023-03-10 20:00:00,14.0,East,Patna,Store,15379.0,Household,Utensils,821371,Male,56,Card,3,2927.89,0.04,8432.32,6227.49,2204.84,152,Upi
10600.0,2024-03-17 15:00:00,76.0,North,Chandigarh,Store,72522.0,Grocery,Snacks,216372,Female,33,Card,2,65.39,0.08,120.32,104.38,15.94,210,Credit Card
18983.0,2025-03-01 22:00:00,63.0,West,Pune,Store,54285.0,Clothing,Kidswear,722141,Female,33,Cash,2,2097.9,0.16,3524.47,2862.27,662.2,202,Wallet
10068.0,2024-02-24 11:00:00,34.0,North,Bengaluru,Store,49394.0,Electronics,Headphones,565785,Male,21,Cash,1,22204.42,0.15,18873.76,17231.15,1642.61,162,Upi
16399.0,2024-11-14 06:00:00,73.0,North,Chandigarh,Online,13582.0,Grocery,Dairy,776790,Female,52,Upi,4,120.51,0.25,361.53,385.18,-23.65,323,Upi
13834.0,2024-07-30 09:00:00,55.0,North,Delhi,Store,83309.0,Grocery,Beverages,395671,Female,40,Upi,2,45.26,0.09,82.37,75.25,7.12,291,Debit Card
15125.0,2024-09-22 04:00:00,22.0,West,Pune,Store,62221.0,Grocery,Dairy,895783,Male,54,Wallet,3,108.18,0.08,298.58,275.88,22.7,178,Cash
12330.0,2024-05-28 17:00:00,32.0,East,Bhubaneswar,Online,42344.0,Clothing,Ethnic,842440,Female,41,Card,3,1393.71,0.14,3595.77,2853.62,742.16,106,Cash
9999.0,2024-01-26 07:00:00,50.0,North,Delhi,Store,61393.0,Household,Utensils,888676,Male,35,Cash,3,3077.19,0.03,8954.62,6488.68,2465.94,211,Debit Card
12206.0,2024-05-23 13:00:00,78.0,North,Delhi,Store,69205.0,Household,Bedding,658998,Female,59,Upi,1,3465.52,0.02,3396.21,2599.54,796.67,127,Cash
4348.0,2023-07-01 03:00:00,53.0,North,Chandigarh,Online,60440.0,Household,Decor,490914,Female,26,Card,3,768.47,0.09,2097.92,1538.29,559.63,120,Upi
16289.0,2024-11-09 16:00:00,39.0,South,Bengaluru,Store,30035.0,Grocery,Beverages,660315,Female,59,Cash,8,270.94,0.27,1582.29,1744.73,-162.44,132,Net Banking
4383.0,2023-07-02 14:00:00,32.0,North,Chandigarh,Store,12347.0,Clothing,Kidswear,164537,Female,41,Cash,1,1421.15,0.06,1335.88,953.21,382.67,184,Cash
7940.0,2023-11-27 19:00:00,65.0,West,Ahmedabad,Online,19968.0,Grocery,Dairy,780814,Female,49,Upi,1,289.29,0.16,243.0,233.36,9.65,241,Cash
14591.0,2024-08-30 22:00:00,84.0,South,Chennai,Online,88604.0,Grocery,Dairy,588792,Female,23,Card,4,75.65,0.16,254.18,258.58,-4.4,236,Cash
2834.0,2023-04-29 01:00:00,87.0,South,Hyderabad,Store,40481.0,Clothing,Ethnic,739768,Male,64,Upi,3,1491.65,0.15,3803.71,3004.91,798.8,138,Credit Card
173.0,2023-01-08 04:00:00,21.0,North,Chandigarh,Online,81683.0,Clothing,Ethnic,510362,Male,50,Upi,4,701.58,0.21,2216.99,1809.03,407.96,216,Debit Card
1139.0,2023-02-17 10:00:00,57.0,East,Patna,Store,63397.0,Clothing,Ethnic,395353,Male,48,Upi,2,670.32,0.1,1206.58,885.74,320.84,139,Cash
9574.0,2024-02-03 21:00:00,40.0,South,Bengaluru,Online,57287.0,Grocery,Snacks,861448,Male,25,Cash,1,187.93,0.12,165.38,149.96,15.42,253,Wallet
8012.0,2023-11-30 19:00:00,31.0,East,Bhubaneswar,Online,47732.0,Grocery,Snacks,982764,Female,39,Card,2,70.72,0.25,106.08,118.95,-12.87,195,Net Banking
3010.0,2023-05-06 09:00:00,81.0,North,Chandigarh,Store,22651.0,Grocery,Snacks,153897,Female,37,Upi,2,249.76,0.07,464.55,395.58,68.97,216,Credit Card
8256.0,2023-12-10 23:00:00,83.0,East,Kolkata,Store,49918.0,Grocery,Beverages,190089,Female,22,Cash,1,73.78,0.17,61.24,58.69,2.55,244,Credit Card
8296.0,2023-12-12 15:00:00,85.0,East,Kolkata,Store,90328.0,Clothing,Jeans,271209,Female,25,Upi,6,926.76,0.37,3503.15,3259.71,243.44,139,Debit Card
7319.0,2023-11-01 22:00:00,74.0,North,Delhi,Store,35556.0,Clothing,Ethnic,889634,Male,45,Card,5,993.21,0.18,4072.16,3194.27,877.89,194,Upi
604.0,2023-01-26 03:00:00,79.0,East,Patna,Online,27309.0,Grocery,Fruits,607216,Male,56,Cash,1,214.99,0.09,195.64,176.43,19.21,302,Upi
18290.0,2025-02-01 01:00:00,27.0,West,Pune,Store,63818.0,Electronics,Mobiles,932615,Female,60,Card,2,60393.98,0.16,101461.89,93112.39,8349.5,169,Credit Card
16288.0,2024-11-09 15:00:00,42.0,South,Chennai,Store,98620.0,Electronics,Appliances,367533,Female,21,Upi,3,36698.52,0.33,73764.03,84241.9,-10477.87,45,Debit Card
6572.0,2023-10-01 19:00:00,26.0,South,Chennai,Store,10473.0,Household,Utensils,302936,Female,58,Upi,1,227.71,0.18,186.72,172.15,14.58,178,Wallet
19332.0,2025-03-16 11:00:00,47.0,East,Patna,Online,48220.0,Household,Bedding,452110,Female,49,Card,4,3928.32,0.12,13827.69,11836.54,1991.14,162,Cash
13680.0,2024-07-23 23:00:00,38.0,North,Jaipur,Store,68514.0,Electronics,Headphones,991038,Female,46,Upi,3,15959.09,0.16,40216.91,35359.97,4856.93,139,Net Banking
17780.0,2025-01-10 19:00:00,26.0,East,Bhubaneswar,Store,63431.0,Grocery,Beverages,862020,Male,63,Card,1,65.63,0.07,61.04,51.91,9.12,226,Debit Card
6337.0,2023-09-22 00:00:00,26.0,South,Chennai,Store,22103.0,Electronics,Headphones,964001,Female,27,Card,4,15561.33,0.07,57888.15,49911.38,7976.77,119,Wallet
12277.0,2024-05-26 12:00:00,50.0,West,Ahmedabad,Online,45873.0,Household,Bedding,591640,Male,41,Card,1,1578.35,0.1,1420.52,1196.28,224.23,108,Upi
7599.0,2023-11-13 14:00:00,1.0,South,Chennai,Store,47561.0,Grocery,Snacks,296463,Male,60,Card,4,135.04,0.24,410.52,445.71,-35.18,393,Debit Card
7081.0,2023-10-23 00:00:00,56.0,East,Patna,Store,67656.0,Clothing,Ethnic,585362,Female,56,Card,3,1420.93,0.13,3708.63,2999.36,709.27,168,Net Banking
8658.0,2023-12-27 17:00:00,54.0,North,Chandigarh,Store,31517.0,Grocery,Dairy,933174,Male,56,Card,6,61.5,0.11,328.41,313.47,14.94,518,Net Banking
4292.0,2023-06-28 19:00:00,44.0,North,Jaipur,Store,11404.0,Clothing,Ethnic,243315,Female,26,Card,2,1423.75,0.13,2477.32,1866.84,610.48,132,Cash
19839.0,2025-04-06 14:00:00,62.0,South,Bengaluru,Store,97434.0,Electronics,Laptops,389910,Male,64,Upi,1,29632.12,0.17,24594.66,22089.73,2504.93,109,Net Banking
1158.0,2023-02-18 05:00:00,2.0,South,Bengaluru,Store,33330.0,Grocery,Dairy,889818,Female,48,Card,3,208.99,0.02,614.43,510.77,103.66,372,Wallet
7476.0,2023-11-08 11:00:00,56.0,East,Kolkata,Store,15135.0,Electronics,Headphones,475722,Female,35,Cash,1,2686.62,0.27,1961.23,2069.53,-108.29,198,Debit Card
7385.0,2023-11-04 16:00:00,86.0,North,Delhi,Store,63013.0,Grocery,Fruits,530174,Female,39,Card,2,282.16,0.23,434.53,452.06,-17.53,242,Wallet
16634.0,2024-11-24 01:00:00,68.0,South,Chennai,Store,35725.0,Grocery,Snacks,114273,Male,48,Wallet,2,39.95,0.17,66.32,63.44,2.88,275,Debit Card
10575.0,2024-03-16 14:00:00,38.0,West,Mumbai,Store,90917.0,Electronics,Appliances,906930,Female,42,Upi,3,30233.66,0.14,78002.84,66805.65,11197.2,252,Wallet
18986.0,2025-03-02 01:00:00,80.0,North,Jaipur,Store,42236.0,Electronics,Appliances,753067,Male,45,Card,2,32978.35,0.12,58041.9,49146.67,8895.23,49,Debit Card
11766.0,2024-05-05 05:00:00,62.0,North,Delhi,Store,16730.0,Household,Cleaning,838701,Female,34,Cash,4,1141.16,0.02,4473.35,3335.3,1138.05,179,Debit Card
